id,establishment_id,delivery_way,payment_type,enviado_em
842,1254,Entrega,Débito,2020-04-17 19:46:19.483479
843,3300,Entrega,Dinheiro,2020-04-17 19:56:16.684166
844,1254,Entrega,Crédito,2020-04-17 19:50:03.780978
845,1084,Retirar,Débito,2020-04-17 19:52:11.732292
846,3300,Entrega,Dinheiro,2020-04-17 19:53:59.802865
847,1084,Entrega,Crédito,2020-04-17 19:56:49.297491
848,1254,Entrega,Dinheiro,2020-04-17 19:57:33.438343
849,1254,Entrega,Dinheiro,2020-04-17 19:59:27.887441
850,225,Entrega,Crédito,2020-04-17 20:00:52.195387
851,1254,Entrega,Débito,2020-04-17 20:05:10.846685
852,1761,Entrega,Dinheiro,2020-04-17 20:06:54.318940
853,225,Entrega,Crédito,2020-04-17 20:16:08.575850
854,6513,Entrega,Débito,2020-04-17 20:20:39.038940
855,1254,Entrega,Débito,2020-04-17 20:14:59.714758
856,1254,Retirar,Crédito,2020-04-17 20:17:14.055172
857,1254,Entrega,Débito,2020-04-17 20:18:06.748912
858,1254,Entrega,Débito,2020-04-17 20:19:30.147976
859,1254,Retirar,Crédito,2020-04-17 20:25:10.960003
860,1254,Retirar,Crédito,2020-04-17 20:24:33.966428
861,6513,Entrega,Débito,2020-04-17 20:29:44.143420
862,5004,Retirar,Débito,2020-04-17 20:31:29.251631
863,6513,Entrega,Crédito,2020-04-17 20:36:37.306224
864,225,Entrega,Dinheiro,2020-04-17 20:37:01.638218
865,1254,Entrega,Débito,2020-04-17 20:38:17.074221
866,1084,Entrega,Débito,2020-04-17 20:39:56.805393
867,3300,Entrega,Débito,2020-04-17 20:42:19.024756
868,2623,Entrega,Dinheiro,2020-04-17 20:48:32.144658
869,1254,Entrega,Crédito,2020-04-17 20:50:55.694806
870,1254,Entrega,Dinheiro,2020-04-17 21:00:45.152776
871,1254,Entrega,Débito,2020-04-17 21:04:14.062377
872,6513,Entrega,Crédito,2020-04-17 21:19:28.952855
873,4028,Entrega,Crédito,2020-04-17 21:24:43.984677
874,1254,Entrega,Crédito,2020-04-17 21:26:55.462926
875,5004,Retirar,Crédito,2020-04-18 23:30:34.775744
876,1254,Entrega,Débito,2020-04-17 21:33:15.307266
877,5004,Retirar,Débito,2020-04-17 21:34:58.757584
878,1254,Entrega,Dinheiro,2020-04-17 21:50:31.964147
879,4028,Entrega,Débito,2020-04-17 21:51:30.896055
880,1254,Entrega,Crédito,2020-04-17 21:53:11.408125
881,2623,Entrega,Dinheiro,2020-04-17 21:59:59.748024
882,1254,Entrega,Débito,2020-04-17 22:02:45.882208
883,1254,Entrega,Débito,2020-04-17 21:57:59.166247
884,1084,Retirar,Dinheiro,2020-04-17 23:36:26.327339
885,3300,Entrega,Dinheiro,2020-04-18 11:43:05.813801
886,3300,Entrega,Débito,2020-04-18 11:55:42.845335
887,2954,Retirar,Crédito,2020-04-18 12:01:45.566514
888,3300,Retirar,Débito,2020-04-18 12:12:26.755552
889,3300,Retirar,Dinheiro,2020-04-18 12:18:28.164247
890,3300,Entrega,Crédito,2020-04-18 12:18:43.790352
891,3300,Entrega,Crédito,2020-04-18 12:23:22.772487
892,3300,Entrega,Crédito,2020-04-18 12:24:14.936127
893,3300,Entrega,Débito,2020-04-18 12:34:58.916807
894,3300,Entrega,Débito,2020-04-18 12:44:44.321234
895,3300,Entrega,Dinheiro,2020-04-18 12:55:00.471710
896,3300,Entrega,Débito,2020-04-18 12:57:00.718602
897,3300,Entrega,Crédito,2020-04-18 12:57:32.148630
898,3300,Entrega,Débito,2020-04-18 13:09:00.821580
899,5315,Entrega,Débito,2020-04-18 13:11:46.554178
900,3300,Entrega,Débito,2020-04-18 13:41:37.883575
901,3300,Retirar,Débito,2020-04-18 13:50:52.336048
902,3300,Entrega,Crédito,2020-04-18 14:08:45.625606
903,3300,Entrega,Débito,2020-04-18 14:35:05.334994
904,744,Retirar,Dinheiro,2020-04-18 15:10:09.712286
905,3300,Entrega,Débito,2020-04-18 15:29:09.767665
906,5004,Entrega,Crédito,2020-04-18 15:51:45.862921
907,7252,Retirar,Crédito,2020-04-18 16:35:45.464930
908,7252,Retirar,Dinheiro,2020-04-18 16:37:28.870330
909,7252,Entrega,Dinheiro,2020-04-18 16:42:47.513499
910,5004,Entrega,Dinheiro,2020-04-18 16:48:39.463617
911,225,Entrega,Dinheiro,2020-04-18 17:19:32.944393
912,1254,Entrega,Dinheiro,2020-04-18 17:24:33.828374
913,5004,Entrega,Crédito,2020-04-18 17:37:40.972744
914,744,Retirar,Crédito,2020-04-18 17:40:06.326126
915,225,Entrega,Débito,2020-04-18 17:41:48.575005
916,1254,Entrega,Débito,2020-04-18 17:44:41.332459
917,7252,Entrega,Crédito,2020-04-18 18:00:51.224218
918,1761,Entrega,Crédito,2020-04-18 18:16:57.760393
919,5315,Entrega,Débito,2020-04-18 18:28:35.612971
920,1084,Entrega,Débito,2020-04-18 18:34:41.597496
921,6374,Retirar,Débito,2020-04-18 18:35:48.843391
922,1084,Retirar,Débito,2020-04-18 18:39:11.550248
923,5004,Entrega,Crédito,2020-04-18 18:46:25.220392
924,4028,Entrega,Débito,2020-04-18 18:49:45.271107
925,1084,Entrega,Débito,2020-04-18 18:49:50.306630
926,1761,Entrega,Crédito,2020-04-18 18:59:39.351358
927,1084,Entrega,Dinheiro,2020-04-18 19:01:54.374738
928,1084,Retirar,Débito,2020-04-18 19:02:22.509523
929,6513,Entrega,Dinheiro,2020-04-18 19:07:18.219208
930,4028,Entrega,Dinheiro,2020-04-18 19:14:01.130668
931,4028,Entrega,Dinheiro,2020-04-18 19:14:24.363758
932,1761,Entrega,Crédito,2020-04-18 19:19:20.146233
933,7252,Entrega,Crédito,2020-04-18 19:19:25.085944
934,6270,Entrega,Dinheiro,2020-04-18 19:25:50.883170
935,4028,Retirar,Crédito,2020-04-18 19:20:06.141821
936,4028,Entrega,Crédito,2020-04-18 19:20:42.520610
937,225,Entrega,Crédito,2020-04-18 19:31:28.634268
938,4028,Retirar,Dinheiro,2020-04-18 19:31:32.546712
939,4028,Retirar,Dinheiro,2020-04-18 19:32:20.743782
940,1084,Entrega,Crédito,2020-04-18 19:33:52.355296
941,1084,Entrega,Dinheiro,2020-04-18 19:35:45.120747
942,3936,Retirar,Dinheiro,2020-04-18 19:36:07.465791
943,6270,Entrega,Débito,2020-04-18 19:38:47.756919
944,1084,Entrega,Débito,2020-04-18 19:39:35.489591
945,2623,Entrega,Crédito,2020-04-18 19:42:26.381721
946,6270,Entrega,Dinheiro,2020-04-18 19:47:40.708830
947,225,Entrega,Débito,2020-04-18 19:47:52.556851
948,7252,Entrega,Débito,2020-04-18 19:47:56.914215
949,744,Retirar,Crédito,2020-04-18 19:51:24.521570
950,6270,Retirar,Dinheiro,2020-04-18 19:56:25.416331
951,4028,Retirar,Dinheiro,2020-04-18 19:55:29.749149
952,1084,Entrega,Débito,2020-04-18 20:00:02.468181
953,6270,Entrega,Crédito,2020-04-18 20:00:35.063082
954,4028,Retirar,Débito,2020-04-18 20:01:09.672026
955,6513,Entrega,Débito,2020-04-18 20:16:22.285670
956,6270,Retirar,Débito,2020-04-18 20:16:45.785362
957,6270,Entrega,Crédito,2020-04-18 20:14:29.778717
958,6270,Retirar,Débito,2020-04-18 20:15:53.956983
959,7252,Entrega,Dinheiro,2020-04-18 20:17:36.829825
960,6270,Entrega,Débito,2020-04-18 20:21:38.701849
961,6270,Entrega,Crédito,2020-04-18 20:22:04.861638
962,3936,Retirar,Crédito,2020-04-18 20:23:49.103417
963,6270,Retirar,Dinheiro,2020-04-18 20:28:49.051672
964,6270,Retirar,Dinheiro,2020-04-18 20:32:26.921176
965,4028,Entrega,Crédito,2020-04-18 20:33:58.619274
966,6270,Entrega,Dinheiro,2020-04-18 20:34:04.997768
967,225,Entrega,Crédito,2020-04-18 20:47:58.291738
968,1761,Entrega,Crédito,2020-04-18 20:45:46.990691
969,225,Entrega,Débito,2020-04-18 20:46:26.144947
970,6374,Retirar,Dinheiro,2020-04-18 20:52:22.997036
971,6270,Retirar,Crédito,2020-04-18 20:54:35.270303
972,6513,Entrega,Crédito,2020-04-18 21:05:11.886238
973,6513,Entrega,Crédito,2020-04-18 21:07:22.091211
974,6270,Entrega,Débito,2020-04-18 21:13:12.561272
975,6270,Entrega,Dinheiro,2020-04-18 21:16:42.907756
976,5004,Entrega,Débito,2020-04-18 21:20:50.517687
977,6270,Retirar,Dinheiro,2020-04-18 21:49:37.272170
978,3936,Entrega,Dinheiro,2020-04-18 21:55:11.658314
979,4028,Retirar,Débito,2020-04-18 22:00:06.509099
980,1084,Entrega,Débito,2020-04-18 22:03:23.463952
981,4028,Entrega,Dinheiro,2020-04-18 22:28:55.898648
982,4028,Entrega,Dinheiro,2020-04-18 22:32:26.143547
983,4028,Entrega,Crédito,2020-04-18 23:37:12.873183
984,4028,Retirar,Dinheiro,2020-04-18 23:53:15.350898
985,5315,Retirar,Crédito,2020-04-19 11:42:10.070408
986,5004,Entrega,Crédito,2020-04-19 12:51:18.949086
987,4246,Entrega,Crédito,2020-04-19 14:10:55.039188
988,4246,Entrega,Débito,2020-04-19 14:37:17.258333
989,4246,Entrega,Débito,2020-04-19 15:04:11.162372
990,4246,Entrega,Crédito,2020-04-19 15:09:29.685902
991,4246,Entrega,Débito,2020-04-19 16:01:03.307534
992,5004,Entrega,Crédito,2020-04-19 16:28:43.405760
993,1254,Retirar,Crédito,2020-04-19 17:09:11.449785
994,1254,Retirar,Dinheiro,2020-04-19 17:43:11.071971
995,5004,Entrega,Dinheiro,2020-04-19 17:51:49.999703
996,5004,Entrega,Débito,2020-04-19 18:21:14.603669
997,4028,Entrega,Débito,2020-04-19 18:21:35.511128
998,4028,Entrega,Dinheiro,2020-04-19 18:34:41.985659
999,6513,Entrega,Crédito,2020-04-19 18:42:27.870074
1000,1254,Retirar,Débito,2020-04-19 18:50:37.975465
1001,1254,Entrega,Débito,2020-04-19 18:57:42.184289
1002,4028,Entrega,Crédito,2020-04-19 19:07:17.821534
1003,1254,Entrega,Débito,2020-04-19 19:10:21.989975
1004,1254,Entrega,Débito,2020-04-19 19:13:51.688626
1005,1254,Entrega,Débito,2020-04-19 19:15:33.692512
1006,1254,Entrega,Débito,2020-04-19 19:20:54.094713
1007,1254,Entrega,Dinheiro,2020-04-19 19:21:56.652186
1008,6513,Entrega,Dinheiro,2020-04-19 19:23:02.570829
1009,1254,Entrega,Dinheiro,2020-04-19 19:24:56.473040
1010,6513,Entrega,Dinheiro,2020-04-19 19:31:04.350664
1011,4028,Entrega,Crédito,2020-04-19 19:31:10.705073
1012,4028,Retirar,Dinheiro,2020-04-19 19:31:19.717451
1013,6513,Entrega,Dinheiro,2020-04-19 19:32:19.057343
1014,1254,Entrega,Débito,2020-04-19 19:35:36.917231
1015,6513,Entrega,Crédito,2020-04-19 19:36:01.219373
1016,7252,Entrega,Dinheiro,2020-04-19 19:33:11.261774
1017,1254,Entrega,Débito,2020-04-19 19:35:14.944979
1018,7252,Entrega,Crédito,2020-04-19 19:35:24.092878
1019,4028,Retirar,Dinheiro,2020-04-19 19:45:23.699634
1020,4028,Entrega,Crédito,2020-04-19 19:47:16.275533
1021,4246,Entrega,Dinheiro,2020-04-19 19:42:59.685504
1022,1254,Entrega,Crédito,2020-04-19 19:48:15.359096
1023,4028,Retirar,Dinheiro,2020-04-19 19:48:24.320624
1024,6513,Entrega,Dinheiro,2020-04-19 19:50:39.296678
1025,1254,Entrega,Crédito,2020-04-19 19:51:55.505755
1026,1254,Entrega,Crédito,2020-04-19 19:54:05.089599
1027,2623,Retirar,Crédito,2020-04-19 20:00:43.801339
1028,1254,Entrega,Crédito,2020-04-19 20:01:45.951144
1029,6513,Entrega,Dinheiro,2020-04-19 20:01:59.425381
1030,6513,Entrega,Dinheiro,2020-04-19 20:02:46.377173
1031,1254,Entrega,Crédito,2020-04-19 20:11:50.250148
1032,1254,Entrega,Crédito,2020-04-19 20:07:48.465539
1033,7252,Retirar,Crédito,2020-04-19 20:20:03.191716
1034,6513,Entrega,Débito,2020-04-19 20:20:52.205627
1035,4028,Retirar,Dinheiro,2020-04-19 20:24:46.304472
1036,6513,Entrega,Dinheiro,2020-04-19 20:34:33.303749
1037,4028,Retirar,Crédito,2020-04-19 20:28:19.689048
1038,6513,Entrega,Dinheiro,2020-04-19 20:37:19.560765
1039,1254,Retirar,Crédito,2020-04-19 20:38:55.583093
1040,1254,Entrega,Débito,2020-04-19 20:46:29.948414
1041,1254,Entrega,Débito,2020-04-19 20:49:17.568513
1042,1254,Entrega,Dinheiro,2020-04-19 20:50:48.085551
1043,1254,Entrega,Débito,2020-04-19 20:54:12.607911
1044,4028,Retirar,Crédito,2020-04-19 20:58:57.961386
1045,2623,Entrega,Débito,2020-04-19 20:59:58.981675
1046,1254,Entrega,Dinheiro,2020-04-19 21:21:01.233979
1047,225,Entrega,Dinheiro,2020-04-19 21:16:23.907213
1048,1254,Entrega,Crédito,2020-04-19 21:20:07.291557
1049,1761,Entrega,Dinheiro,2020-04-19 21:39:58.419390
1050,6513,Entrega,Crédito,2020-04-19 21:48:04.795098
1051,4028,Retirar,Crédito,2020-04-19 21:50:35.630931
1052,7479,Entrega,Débito,2020-04-19 22:10:17.215793
1053,4028,Entrega,Dinheiro,2020-04-19 22:14:51.536307
1054,6513,Entrega,Dinheiro,2020-04-19 22:18:07.380294
1055,4028,Entrega,Débito,2020-04-19 22:20:31.437088
1056,4028,Retirar,Débito,2020-04-19 22:26:02.848557
1057,6513,Entrega,Dinheiro,2020-04-19 22:46:01.763762
1058,3766,Entrega,Dinheiro,2020-04-19 23:36:00.593084
1059,3300,Retirar,Crédito,2020-04-20 11:54:18.614911
1060,3300,Retirar,Dinheiro,2020-04-20 12:35:01.647118
1061,2954,Retirar,Crédito,2020-04-20 12:42:36.561904
1062,3300,Entrega,Débito,2020-04-20 13:37:11.898059
1063,3300,Entrega,Crédito,2020-04-20 13:43:47.327336
1064,6018,Retirar,Débito,2020-04-20 13:53:23.907415
1065,3300,Entrega,Crédito,2020-04-20 15:53:43.981325
1066,2954,Retirar,Débito,2020-04-25 11:44:07.202373
1067,3521,Entrega,Crédito,2020-04-20 17:27:57.453303
1068,225,Entrega,Crédito,2020-04-20 18:32:40.741284
1069,4028,Retirar,Crédito,2020-04-20 18:35:52.030762
1070,1761,Retirar,Crédito,2020-04-20 18:56:01.790948
1071,5315,Entrega,Débito,2020-04-20 19:12:58.522945
1072,744,Retirar,Débito,2020-04-25 20:05:48.932795
1073,4028,Retirar,Dinheiro,2020-04-20 20:05:57.260696
1074,4028,Retirar,Dinheiro,2020-04-20 20:17:18.398762
1075,4028,Retirar,Crédito,2020-04-20 20:21:37.752764
1076,4028,Retirar,Dinheiro,2020-04-20 20:23:13.443824
1077,225,Entrega,Dinheiro,2020-04-20 20:25:04.375282
1078,4028,Entrega,Dinheiro,2020-04-20 20:26:23.699902
1079,1761,Entrega,Débito,2020-04-20 20:48:19.773207
1080,1761,Entrega,Débito,2020-04-20 20:55:29.758544
1081,4028,Entrega,Dinheiro,2020-04-20 21:11:37.578351
1082,225,Entrega,Crédito,2020-04-20 22:20:21.272734
1083,4028,Entrega,Crédito,2020-04-20 22:31:42.690558
1084,4028,Retirar,Débito,2020-04-20 22:34:26.245586
1085,4028,Entrega,Dinheiro,2020-04-20 23:04:31.826720
1086,744,Retirar,Dinheiro,2020-04-21 11:47:10.487025
1087,7479,Entrega,Crédito,2020-04-21 12:01:37.618345
1088,7479,Entrega,Débito,2020-04-21 12:02:41.288621
1089,7479,Entrega,Dinheiro,2020-04-21 12:04:33.877017
1090,7479,Entrega,Débito,2020-04-21 12:05:10.260212
1091,3300,Entrega,Débito,2020-04-21 12:09:09.705824
1092,7479,Entrega,Débito,2020-04-21 12:11:10.505476
1093,4246,Entrega,Dinheiro,2020-04-21 12:37:32.751976
1094,7479,Retirar,Crédito,2020-04-21 12:38:56.791178
1095,7479,Retirar,Débito,2020-04-21 12:55:59.838582
1096,7479,Entrega,Crédito,2020-04-21 13:04:21.467596
1097,7479,Entrega,Crédito,2020-04-21 13:04:56.822034
1098,7479,Entrega,Débito,2020-04-21 13:15:03.031685
1099,7479,Entrega,Crédito,2020-04-21 13:19:15.353953
1100,7479,Entrega,Débito,2020-04-21 13:21:55.737282
1101,6374,Entrega,Débito,2020-04-21 14:18:06.406828
1102,7479,Retirar,Crédito,2020-04-21 14:39:32.410370
1103,7479,Entrega,Débito,2020-04-21 14:24:49.807425
1104,7479,Entrega,Débito,2020-04-21 14:49:35.099092
1105,7479,Entrega,Débito,2020-04-21 14:58:53.867813
1106,7479,Entrega,Débito,2020-04-21 15:13:28.191939
1107,7479,Entrega,Débito,2020-04-21 15:27:51.070381
1108,7479,Retirar,Débito,2020-04-21 15:32:31.632434
1109,7479,Retirar,Crédito,2020-04-21 15:35:41.350779
1110,7479,Entrega,Crédito,2020-04-21 16:01:39.647959
1111,7479,Entrega,Débito,2020-04-21 16:03:56.730197
1112,7479,Entrega,Débito,2020-04-21 16:37:24.371983
1113,7479,Entrega,Dinheiro,2020-04-21 16:21:43.254003
1114,7479,Retirar,Crédito,2020-04-21 16:26:06.052038
1115,7479,Entrega,Débito,2020-04-21 16:54:00.074848
1116,7479,Entrega,Débito,2020-04-21 17:14:07.158502
1117,7837,Retirar,Dinheiro,2020-04-21 17:22:03.281535
1118,5004,Retirar,Débito,2020-04-21 17:35:19.833878
1119,5004,Retirar,Débito,2020-04-21 17:40:31.416311
1120,7479,Entrega,Dinheiro,2020-04-21 17:55:24.573528
1121,1761,Entrega,Crédito,2020-04-21 18:04:33.611670
1122,4028,Retirar,Débito,2020-04-21 18:27:46.140249
1123,4028,Entrega,Débito,2020-04-21 18:28:33.237076
1124,4028,Entrega,Dinheiro,2020-04-21 18:29:10.234895
1125,4028,Entrega,Crédito,2020-04-21 18:30:25.025072
1126,225,Entrega,Débito,2020-04-21 18:31:19.837507
1127,744,Retirar,Crédito,2020-04-21 18:31:49.542318
1128,6513,Entrega,Débito,2020-04-21 18:35:28.350121
1129,4028,Entrega,Débito,2020-04-21 18:48:41.375739
1130,1761,Entrega,Crédito,2020-04-21 18:48:54.992318
1131,2954,Retirar,Crédito,2020-04-29 12:12:35.932818
1132,6513,Entrega,Dinheiro,2020-04-21 19:02:11.874401
1133,6513,Entrega,Dinheiro,2020-04-21 19:14:26.240188
1134,4028,Entrega,Débito,2020-04-21 19:11:27.120087
1135,4028,Entrega,Dinheiro,2020-04-21 19:12:55.587310
1136,4028,Entrega,Dinheiro,2020-04-21 19:13:43.541997
1137,5004,Entrega,Crédito,2020-04-21 19:17:54.214619
1138,1254,Entrega,Crédito,2020-04-21 19:30:27.527294
1139,1254,Entrega,Crédito,2020-04-21 19:39:55.095251
1140,6513,Entrega,Dinheiro,2020-04-21 19:38:48.877361
1141,6513,Entrega,Dinheiro,2020-04-21 19:48:04.489526
1142,1254,Entrega,Dinheiro,2020-04-21 19:41:39.643737
1143,1254,Entrega,Dinheiro,2020-04-21 19:43:56.397079
1144,1254,Entrega,Dinheiro,2020-04-21 19:53:56.988138
1145,6513,Entrega,Dinheiro,2020-04-21 20:11:27.448591
1146,8056,Retirar,Crédito,2020-04-21 20:01:31.141342
1147,1761,Entrega,Crédito,2020-04-21 20:15:50.148544
1148,1254,Entrega,Débito,2020-04-21 20:17:43.467809
1149,744,Retirar,Dinheiro,2020-04-21 21:19:44.373678
1150,6513,Entrega,Débito,2020-04-21 20:26:02.488597
1151,3936,Entrega,Débito,2020-04-21 20:38:03.536537
1152,1254,Entrega,Crédito,2020-04-21 20:53:14.599825
1153,4028,Entrega,Crédito,2020-04-21 21:09:43.511078
1154,6513,Entrega,Dinheiro,2020-04-21 21:14:51.650262
1155,6513,Entrega,Dinheiro,2020-04-21 21:24:04.486511
1156,6513,Entrega,Crédito,2020-04-21 21:32:22.973607
1157,6513,Entrega,Dinheiro,2020-04-21 21:36:15.719357
1158,1254,Entrega,Débito,2020-04-21 21:36:38.437564
1159,6513,Entrega,Dinheiro,2020-04-21 21:38:19.047107
1160,8061,Entrega,Débito,2020-04-21 21:50:40.795758
1161,8061,Entrega,Débito,2020-04-21 21:52:58.190932
1162,8061,Entrega,Dinheiro,2020-04-21 21:56:21.644324
1163,4028,Retirar,Dinheiro,2020-04-21 21:58:13.745467
1164,6513,Entrega,Crédito,2020-04-21 21:58:30.277824
1165,4028,Entrega,Crédito,2020-04-21 22:19:20.689896
1166,4028,Retirar,Crédito,2020-04-21 23:56:04.800856
1167,4028,Entrega,Crédito,2020-04-21 22:04:46.473535
1168,4028,Entrega,Crédito,2020-04-21 22:06:01.919443
1169,4028,Retirar,Débito,2020-04-21 22:42:52.768497
1170,1254,Entrega,Débito,2020-04-21 22:49:49.880943
1171,4028,Entrega,Crédito,2020-04-21 23:12:51.407760
1172,4028,Retirar,Crédito,2020-04-21 23:59:11.009647
1173,5296,Entrega,Dinheiro,2020-04-22 00:51:13.208316
1174,1084,Retirar,Débito,2020-04-22 11:05:18.442790
1175,1084,Retirar,Dinheiro,2020-04-22 11:08:13.450025
1176,1084,Retirar,Débito,2020-04-22 11:08:26.101847
1177,1084,Retirar,Crédito,2020-04-22 11:09:09.765762
1178,1084,Retirar,Débito,2020-04-22 11:21:29.386177
1179,1084,Retirar,Dinheiro,2020-04-22 11:23:23.970329
1180,3300,Entrega,Débito,2020-04-22 11:23:31.868621
1181,3300,Entrega,Débito,2020-04-22 11:33:41.732729
1182,1084,Entrega,Dinheiro,2020-04-22 11:38:05.865390
1183,3095,Entrega,Débito,2020-04-22 11:54:48.569719
1184,1084,Entrega,Débito,2020-04-22 12:04:17.721167
1185,3300,Retirar,Dinheiro,2020-04-22 12:07:03.028311
1186,3300,Entrega,Débito,2020-04-22 12:07:55.644842
1187,7479,Entrega,Crédito,2020-04-22 12:08:16.114030
1188,3300,Retirar,Crédito,2020-04-22 12:10:37.855552
1189,3300,Retirar,Débito,2020-04-22 12:26:52.342400
1190,7479,Entrega,Débito,2020-04-22 12:30:21.216318
1191,1084,Entrega,Dinheiro,2020-04-22 12:38:30.751371
1192,7479,Entrega,Débito,2020-04-22 12:42:20.267648
1193,3300,Entrega,Crédito,2020-04-22 12:44:49.451454
1194,7479,Entrega,Crédito,2020-04-22 13:20:28.926900
1195,7479,Entrega,Débito,2020-04-22 13:37:31.492736
1196,7479,Entrega,Crédito,2020-04-22 13:45:47.676179
1197,7479,Entrega,Débito,2020-04-22 13:54:29.562373
1198,7479,Entrega,Débito,2020-04-22 13:54:30.015531
1199,7479,Entrega,Crédito,2020-04-22 14:39:10.207530
1200,3300,Entrega,Débito,2020-04-22 15:07:05.247026
1201,7479,Entrega,Crédito,2020-04-22 15:22:45.279769
1202,8240,Entrega,Débito,2020-04-22 15:45:27.055545
1203,7479,Entrega,Dinheiro,2020-04-22 15:48:53.207388
1204,7479,Entrega,Débito,2020-04-22 15:49:28.619661
1205,7479,Entrega,Débito,2020-04-22 15:56:14.217816
1206,7479,Entrega,Crédito,2020-04-22 16:48:17.696148
1207,7479,Entrega,Dinheiro,2020-04-22 16:48:37.501231
1208,225,Entrega,Crédito,2020-04-22 17:05:32.749113
1209,225,Entrega,Débito,2020-04-22 17:51:14.339997
1210,7479,Entrega,Dinheiro,2020-04-22 18:02:56.728155
1211,225,Entrega,Crédito,2020-04-22 18:09:03.782426
1212,4028,Entrega,Dinheiro,2020-04-22 18:17:21.257249
1213,4028,Entrega,Dinheiro,2020-04-22 18:18:36.247214
1214,4028,Entrega,Débito,2020-04-22 18:40:22.081436
1215,4028,Entrega,Dinheiro,2020-04-22 18:26:40.111690
1216,5004,Entrega,Crédito,2020-04-22 18:32:33.002012
1217,4028,Retirar,Débito,2020-04-22 18:46:57.472904
1218,1254,Entrega,Crédito,2020-04-22 18:44:24.842344
1219,1254,Entrega,Crédito,2020-04-22 18:52:07.001960
1220,1761,Entrega,Débito,2020-04-22 18:58:59.644643
1221,8240,Entrega,Débito,2020-04-22 19:04:29.623485
1222,6513,Entrega,Dinheiro,2020-04-22 19:17:04.851334
1223,1761,Entrega,Débito,2020-04-22 19:17:55.102000
1224,1254,Entrega,Débito,2020-04-22 19:19:01.141291
1225,1254,Entrega,Crédito,2020-04-22 19:30:45.091545
1226,225,Entrega,Crédito,2020-04-22 19:26:56.136746
1227,6513,Entrega,Débito,2020-04-22 19:37:04.041538
1228,4028,Entrega,Débito,2020-04-22 19:47:08.729882
1229,4028,Entrega,Crédito,2020-04-22 19:50:22.945188
1230,5296,Entrega,Crédito,2020-04-22 20:03:06.555877
1231,4028,Entrega,Dinheiro,2020-04-22 20:06:08.239668
1232,744,Retirar,Débito,2020-04-22 20:25:14.661566
1233,6513,Entrega,Crédito,2020-04-22 20:09:42.259450
1234,1254,Entrega,Débito,2020-04-22 20:10:11.613188
1235,6513,Entrega,Crédito,2020-04-22 20:15:42.790279
1236,744,Retirar,Crédito,2020-04-22 20:31:11.899762
1237,7252,Retirar,Dinheiro,2020-04-22 20:38:21.827491
1238,225,Entrega,Crédito,2020-04-22 20:52:07.176829
1239,6513,Entrega,Dinheiro,2020-04-22 20:52:26.502976
1240,6513,Entrega,Crédito,2020-04-22 21:00:42.566818
1241,6513,Entrega,Dinheiro,2020-04-22 21:11:28.529685
1242,4028,Entrega,Dinheiro,2020-04-22 21:14:16.906268
1243,6513,Entrega,Dinheiro,2020-04-22 21:18:10.481787
1244,6513,Entrega,Dinheiro,2020-04-22 21:57:33.735129
1245,3936,Entrega,Débito,2020-04-22 22:25:01.473591
1246,1084,Retirar,Débito,2020-04-23 10:31:11.642260
1247,8240,Retirar,Débito,2020-04-23 11:08:25.094226
1248,3300,Entrega,Débito,2020-04-23 11:18:48.256141
1249,744,Retirar,Dinheiro,2020-04-23 11:25:24.949665
1250,1084,Entrega,Crédito,2020-04-23 11:37:14.063063
1251,3300,Entrega,Débito,2020-04-23 11:33:25.074486
1252,3300,Entrega,Dinheiro,2020-04-23 11:33:44.971502
1253,3300,Entrega,Débito,2020-04-23 11:43:42.492665
1254,3095,Retirar,Crédito,2020-04-23 11:53:09.128869
1255,1084,Retirar,Dinheiro,2020-04-23 11:59:22.692858
1256,3300,Retirar,Crédito,2020-04-23 12:03:47.719370
1257,1084,Retirar,Débito,2020-04-23 12:20:42.529866
1258,1084,Retirar,Dinheiro,2020-04-23 12:24:31.509035
1259,1084,Entrega,Crédito,2020-04-23 12:26:33.953581
1260,7479,Entrega,Débito,2020-04-23 12:27:29.761421
1261,5315,Entrega,Crédito,2020-04-23 12:28:53.433469
1262,7479,Entrega,Crédito,2020-04-23 12:30:53.184966
1263,7479,Entrega,Dinheiro,2020-04-23 12:37:58.023433
1264,3300,Retirar,Débito,2020-04-23 12:40:56.156511
1265,1084,Entrega,Dinheiro,2020-04-23 12:45:05.417012
1266,1084,Entrega,Dinheiro,2020-04-23 12:45:38.558571
1267,3300,Entrega,Débito,2020-04-23 12:58:43.062629
1268,4246,Entrega,Débito,2020-04-23 13:03:52.144493
1269,7479,Entrega,Dinheiro,2020-04-23 13:09:10.867100
1270,3300,Entrega,Débito,2020-04-23 13:09:45.678094
1271,7479,Entrega,Dinheiro,2020-04-23 13:34:44.468485
1272,7479,Entrega,Crédito,2020-04-23 13:45:19.915105
1273,7479,Entrega,Dinheiro,2020-04-23 14:03:53.380790
1274,7837,Entrega,Crédito,2020-04-23 14:15:54.849163
1275,7479,Entrega,Crédito,2020-04-23 14:21:30.551538
1276,7479,Entrega,Débito,2020-04-23 14:23:45.557889
1277,7479,Entrega,Dinheiro,2020-04-23 14:32:08.824670
1278,7479,Entrega,Débito,2020-04-23 14:56:33.566246
1279,7479,Entrega,Débito,2020-04-23 15:31:25.012355
1280,4246,Retirar,Débito,2020-04-23 15:46:03.342250
